,R通道一阶矩,R通道二阶矩,R通道三阶矩,G通道一阶矩,G通道二阶矩,G通道三阶矩,B通道一阶矩,B通道二阶矩,B通道三阶矩,序号,类别
71,0.5433933333333333,0.010089591676951679,0.0020563635001107938,0.5470380392156862,0.0071234211009506485,0.0014457456446873207,0.306258431372549,0.010247609741836968,0.0020738662560266827,28,2
72,0.552541568627451,0.010489969863787777,0.0021098062383639957,0.5526129411764705,0.008340775740072064,0.0016633493882757752,0.32702627450980387,0.014683785286049283,0.0029426434827966312,29,2
73,0.49194117647058827,0.010500123578116081,0.001856777773315218,0.5463501960784313,0.008322736062332216,0.0016157682045235607,0.42577058823529423,0.012256823535622555,0.002138848754690719,3,2
74,0.5384035294117647,0.006774343336679512,0.0009654898076015048,0.5622929411764706,0.004703440395826578,0.0006579980409330749,0.30025176470588233,0.009107735164728622,0.0013106275862577147,30,2
75,0.5404933333333334,0.007192048195556861,0.0010024795233528946,0.5613176470588235,0.005331464493794975,0.0007452886208450113,0.29147294117647055,0.00997327042026922,0.0014105774168160065,31,2
76,0.5438772549019607,0.0074561306348935735,0.0010392045682827177,0.5653513725490195,0.005309211366710587,0.0007442428227777592,0.2961474509803921,0.010692363971054485,0.0015076535528387928,32,2
77,0.5370764705882353,0.006470504752877971,0.000918118640150454,0.5688733333333332,0.005002373462042639,0.0007031598206214135,0.3636278431372549,0.008145665381885546,0.001153828478421491,33,2
78,0.5423043137254902,0.007039501048342263,0.0009840358636467048,0.5671949019607841,0.005029487688147632,0.0007040497952392384,0.3234913725490196,0.010886931317418531,0.001508440981847086,34,2
79,0.5454407843137254,0.0072735967293360146,0.0009989238829970172,0.5738599999999998,0.0049844718661758245,0.0007040848269920432,0.3541345098039215,0.009751626416265088,0.0013533448268350636,35,2
80,0.5379996078431372,0.010551598190570007,0.002100158628736033,0.5475396078431373,0.008272901284042821,0.0016644548850598521,0.3142341176470587,0.009216335321324534,0.0018991539554588511,36,2
81,0.5373607843137255,0.009699261754647076,0.0019464865482761563,0.5389898039215686,0.007921066029483963,0.0015865762888926569,0.31405725490196074,0.008661113330368777,0.0017815891286618848,37,2
82,0.5373117647058824,0.009682455188907303,0.0015483857642219364,0.5042760784313725,0.009190393192245154,0.0014738666654511875,0.3238980392156862,0.010385690922241703,0.0017164833832380457,38,2
83,0.5373117647058824,0.009682455188907303,0.0015483857642219364,0.5042760784313725,0.009190393192245154,0.0014738666654511875,0.3238980392156862,0.010385690922241703,0.0017164833832380457,39,2
84,0.5115329411764705,0.008373359183835982,0.001364934143865746,0.554207450980392,0.005986317334772927,0.0009811821390577297,0.3910839215686275,0.00963552877047539,0.0015881547987262076,4,2
85,0.5325294117647058,0.010335974659631857,0.0020836294851772122,0.533623137254902,0.007343537819907926,0.0014702451028299872,0.2892117647058823,0.0085802622135911,0.0017359713706013185,40,2
86,0.5403443137254903,0.0082375077883805,0.00173024840299273,0.5410427450980392,0.0060485504505513,0.0012419461537643425,0.2965145098039215,0.00923796602621067,0.0018575504984802852,41,2
87,0.5632333333333333,0.008155259787820578,0.001168907476392676,0.5234823529411765,0.006042341946114237,0.0008335810358828826,0.299852156862745,0.014167330175112649,0.0019367520427936448,42,2
88,0.5202486274509803,0.007832836804798847,0.0011100685723261458,0.4940121568627451,0.00510493709812917,0.0007203957958430005,0.2812121568627451,0.012144128175169598,0.0016976349911098049,43,2
89,0.5476988235294118,0.008533864747005591,0.001161883570444959,0.5447172549019607,0.00495930628217915,0.0006931719008744507,0.3767592156862746,0.01330827116320244,0.0018032176098850188,44,2
90,0.48399411764705885,0.008977187329508975,0.0014602671945839855,0.5254592156862744,0.006953503610177194,0.0011334393374459657,0.3799086274509804,0.014615879936847294,0.0023330946922204645,5,2
91,0.49207490196078435,0.010337007338819048,0.001675481231420028,0.5428094117647059,0.007535343904975001,0.0012275487596169544,0.42838784313725503,0.013022694407343915,0.002078336585853517,6,2
92,0.5695486274509802,0.008777940606532423,0.00140444532385983,0.5564596078431371,0.006899545210092687,0.0011136803017378408,0.3450329411764705,0.011256831453109097,0.0017917882283049159,7,2
93,0.5624858823529411,0.009318187405933775,0.0014869711191539074,0.5398992156862745,0.007615338444430546,0.0012271553309576354,0.3269419607843137,0.010860516484065276,0.0017572670033482074,8,2
94,0.611156862745098,0.007307782898261291,0.0012033314625101977,0.60936431372549,0.005755272513707411,0.0009423967466640518,0.40402235294117655,0.008243356940040103,0.0013207649384166667,9,2
95,0.5107407843137255,0.012383980170351918,0.0017002927865188725,0.4895568627450981,0.01077927226189055,0.001487174670085295,0.1861827450980392,0.011852776521342926,0.0016445744224572133,1,3
96,0.5544192156862744,0.008273716521773063,0.001335238585786461,0.5443917647058824,0.006931603002520026,0.0011292519258544,0.24578901960784313,0.00975513631406344,0.001583700747795472,10,3
97,0.5504274509803921,0.008212591489737974,0.0013336789140034131,0.5374737254901961,0.0077995715139752815,0.001265151143282294,0.22897254901960787,0.01168960078994231,0.0018566102006410956,11,3
98,0.5534341176470587,0.010577990330445007,0.0017078458202015243,0.4929780392156863,0.009311187798759085,0.0015346955391334351,0.2320858823529412,0.01854856874218867,0.0030491292843025015,12,3
99,0.5805486274509802,0.008089377687594348,0.001306758058553063,0.5203580392156862,0.006228760061449977,0.001029680454982096,0.23104705882352947,0.011034956166348527,0.0018178057280309006,13,3
100,0.5259996078431372,0.015754374719389008,0.0024924968449044705,0.49298313725490195,0.012898685745604469,0.002036501075399566,0.21440745098039218,0.027034646428187595,0.004378608110471113,14,3
101,0.5715827450980391,0.009553738850756317,0.001539535111715212,0.500801568627451,0.007333669531980964,0.0011896325367669307,0.27011607843137253,0.011088198949334516,0.0017791007629203545,15,3
102,0.5847799999999999,0.009222077708553066,0.0015007187464553542,0.531118431372549,0.007437760160253942,0.0012481792717272437,0.2124482352941177,0.0111432733738361,0.0018175172353552195,16,3
103,0.5340788235294118,0.008834034696101114,0.0014357252246050439,0.4967105882352941,0.006739184092300158,0.001104516818313499,0.20069372549019612,0.01119702711546815,0.0017855679013955856,17,3
104,0.563436862745098,0.008471934388313692,0.0013660065292763009,0.5365149019607843,0.006290289361686665,0.001032898639887388,0.17194313725490193,0.011208299878178203,0.001792634861828444,18,3
105,0.5169466666666667,0.008907143727425057,0.0014327170214602349,0.4994027450980392,0.0070140241896192715,0.001147770781581663,0.16662666666666665,0.011865383573051488,0.001887973508084788,19,3
106,0.5330760784313726,0.011056665510482264,0.0015497612376152918,0.5067811764705882,0.007883881775451018,0.0010799311673760216,0.18598117647058826,0.012906909450851205,0.0017971186719087653,2,3
107,0.5019058823529412,0.0084217948336394,0.0013780206490911658,0.49742588235294116,0.007067901613491305,0.001154252299945961,0.17360274509803922,0.012062441867475605,0.0019504209799622782,20,3
